time,.layout.dim,.layout.data_offset,.data
2025/04/18/02:29:20.231412,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.231435,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.231446,[],0,"(41628, -57, -60, -62, -58)"
2025/04/18/02:29:20.231599,[],0,"(41341, -59, -55, -56, -55)"
2025/04/18/02:29:20.231611,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.231618,[],0,"(41628, -57, -61, -62, -58)"
2025/04/18/02:29:20.231840,[],0,"(41628, -56, -60, -62, -59)"
2025/04/18/02:29:20.330719,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.331108,[],0,"(41602, -56, -61, -56, -58)"
2025/04/18/02:29:20.331273,[],0,"(41341, -53, -49, -50, -50)"
2025/04/18/02:29:20.331287,[],0,"(41628, -50, -54, -55, -52)"
2025/04/18/02:29:20.331295,[],0,"(41628, -56, -60, -62, -59)"
2025/04/18/02:29:20.331459,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.331473,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.331481,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.331488,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.331668,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.331682,[],0,"(41602, -58, -62, -59, -61)"
2025/04/18/02:29:20.331695,[],0,"(41628, -56, -60, -62, -58)"
2025/04/18/02:29:20.331712,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.331723,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.431155,[],0,"(41602, -56, -61, -55, -58)"
2025/04/18/02:29:20.431286,[],0,"(41341, -53, -50, -50, -49)"
2025/04/18/02:29:20.431303,[],0,"(41628, -50, -54, -55, -52)"
2025/04/18/02:29:20.431464,[],0,"(41628, -56, -60, -62, -58)"
2025/04/18/02:29:20.431477,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.431500,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.431509,[],0,"(41628, -56, -60, -62, -58)"
2025/04/18/02:29:20.431514,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.431608,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.431616,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.431628,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.431655,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.530560,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.530816,[],0,"(41602, -56, -60, -55, -58)"
2025/04/18/02:29:20.531044,[],0,"(41341, -54, -50, -50, -49)"
2025/04/18/02:29:20.531199,[],0,"(41628, -50, -54, -55, -52)"
2025/04/18/02:29:20.531288,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.531449,[],0,"(41628, -57, -61, -63, -59)"
2025/04/18/02:29:20.531464,[],0,"(41628, -57, -61, -62, -59)"
2025/04/18/02:29:20.531624,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:20.531742,[],0,"(41628, -57, -60, -62, -59)"
