time,.layout.dim,.layout.data_offset,.data
2025/04/18/02:25:38.471287,[],0,"(41602, 0, 930, 41341, 0, 930, 41628, 0, 930)"
2025/04/18/02:25:38.571663,[],0,"(41602, 0, 30, 41341, 0, 30, 41628, 0, 30)"
2025/04/18/02:25:38.671298,[],0,"(41602, 0, 130, 41341, 0, 130, 41628, 0, 130)"
2025/04/18/02:25:38.775339,[],0,"(41602, 0, 230, 41341, 0, 230, 41628, 0, 230)"
2025/04/18/02:25:38.876267,[],0,"(41602, 0, 330, 41341, 0, 330, 41628, 0, 330)"
2025/04/18/02:25:38.970444,[],0,"(41602, 0, 430, 41341, 0, 430, 41628, 0, 430)"
2025/04/18/02:25:39.070829,[],0,"(41602, 0, 530, 41341, 0, 530, 41628, 0, 530)"
2025/04/18/02:25:39.172676,[],0,"(41602, 0, 630, 41341, 0, 630, 41628, 0, 630)"
2025/04/18/02:25:39.271468,[],0,"(41602, 0, 730, 41341, 0, 730, 41628, 0, 730)"
2025/04/18/02:25:39.371322,[],0,"(41602, 0, 830, 41341, 0, 830, 41628, 0, 830)"
2025/04/18/02:25:39.474927,[],0,"(41602, 0, 930, 41341, 0, 930, 41628, 0, 930)"
2025/04/18/02:25:39.574692,[],0,"(41602, 0, 1030, 41341, 0, 1030, 41628, 0, 1030)"
2025/04/18/02:25:39.671224,[],0,"(41602, 0, 100, 41341, 0, 100, 41628, 0, 100)"
2025/04/18/02:25:39.773331,[],0,"(41602, 0, 200, 41341, 0, 200, 41628, 0, 200)"
2025/04/18/02:25:39.873117,[],0,"(41602, 0, 300, 41341, 0, 300, 41628, 0, 300)"
2025/04/18/02:25:39.971187,[],0,"(41602, 0, 400, 41341, 0, 400, 41628, 0, 400)"
2025/04/18/02:25:40.071292,[],0,"(41602, 0, 500, 41341, 0, 500, 41628, 0, 500)"
2025/04/18/02:25:40.179435,[],0,"(41602, 0, 60, 41341, 0, 50, 41628, 0, 50)"
2025/04/18/02:25:40.270772,[],0,"(41602, 0, 160, 41341, 0, 150, 41628, 0, 150)"
2025/04/18/02:25:40.371033,[],0,"(41602, 0, 260, 41341, 0, 250, 41628, 0, 250)"
2025/04/18/02:25:40.470857,[],0,"(41602, 0, 360, 41341, 0, 30, 41628, 0, 350)"
2025/04/18/02:25:40.571755,[],0,"(41602, 0, 460, 41341, 0, 130, 41628, 0, 450)"
2025/04/18/02:25:40.670856,[],0,"(41602, 0, 100, 41341, 0, 100, 41628, 0, 100)"
2025/04/18/02:25:40.773271,[],0,"(41602, 0, 200, 41341, 0, 200, 41628, 0, 200)"
2025/04/18/02:25:40.871153,[],0,"(41602, 0, 300, 41341, 0, 300, 41628, 0, 300)"
2025/04/18/02:25:40.970847,[],0,"(41602, 0, 400, 41341, 0, 400, 41628, 0, 400)"
2025/04/18/02:25:41.070140,[],0,"(41602, 0, 500, 41341, 0, 500, 41628, 0, 500)"
2025/04/18/02:25:41.170284,[],0,"(41602, 0, 600, 41341, 0, 600, 41628, 0, 600)"
2025/04/18/02:25:41.271083,[],0,"(41602, 0, 700, 41341, 0, 700, 41628, 0, 700)"
2025/04/18/02:25:41.371177,[],0,"(41602, 0, 800, 41341, 0, 800, 41628, 0, 800)"
2025/04/18/02:25:41.474560,[],0,"(41602, 0, 900, 41341, 0, 900, 41628, 0, 900)"
2025/04/18/02:25:41.571356,[],0,"(41602, 0, 1000, 41341, 0, 1000, 41628, 0, 1000)"
2025/04/18/02:25:41.674327,[],0,"(41602, 0, 100, 41341, 0, 100, 41628, 0, 100)"
2025/04/18/02:25:41.771664,[],0,"(41602, 0, 200, 41341, 0, 200, 41628, 0, 200)"
2025/04/18/02:25:41.874846,[],0,"(41602, 0, 300, 41341, 0, 300, 41628, 0, 300)"
2025/04/18/02:25:41.974857,[],0,"(41602, 0, 400, 41341, 0, 400, 41628, 0, 400)"
2025/04/18/02:25:42.074510,[],0,"(41602, 0, 500, 41341, 0, 500, 41628, 0, 500)"
2025/04/18/02:25:42.172872,[],0,"(41602, 0, 600, 41341, 0, 600, 41628, 0, 600)"
2025/04/18/02:25:42.272345,[],0,"(41602, 0, 700, 41341, 0, 700, 41628, 0, 700)"
2025/04/18/02:25:42.370848,[],0,"(41602, 0, 800, 41341, 0, 800, 41628, 0, 800)"
2025/04/18/02:25:42.470134,[],0,"(41602, 0, 900, 41341, 0, 900, 41628, 0, 900)"
2025/04/18/02:25:42.570716,[],0,"(41602, 0, 1000, 41341, 0, 1000, 41628, 0, 1000)"
2025/04/18/02:25:42.674276,[],0,"(41602, 0, 70, 41341, 0, 70, 41628, 0, 60)"
2025/04/18/02:25:42.778229,[],0,"(41602, 0, 170, 41341, 0, 170, 41628, 0, 160)"
2025/04/18/02:25:42.875109,[],0,"(41602, 0, 270, 41341, 0, 270, 41628, 0, 260)"
