time,.layout.dim,.layout.data_offset,.data
2025/04/18/03:17:34.843488,[],0,"(41341, -70, -69, -74, -70)"
2025/04/18/03:17:34.843591,[],0,"(41602, -56, -57, -56, -60)"
2025/04/18/03:17:34.843602,[],0,"(41628, -71, -68, -67, -67)"
2025/04/18/03:17:34.843757,[],0,"(41628, -68, -64, -65, -63)"
2025/04/18/03:17:34.843770,[],0,"(41628, -70, -68, -67, -68)"
2025/04/18/03:17:34.843928,[],0,"(41628, -70, -67, -67, -68)"
2025/04/18/03:17:34.843942,[],0,"(41628, -69, -67, -67, -67)"
2025/04/18/03:17:34.843953,[],0,"(41628, -71, -68, -68, -68)"
2025/04/18/03:17:34.843962,[],0,"(41628, -70, -67, -66, -67)"
2025/04/18/03:17:34.943306,[],0,"(41628, -70, -67, -67, -68)"
2025/04/18/03:17:34.943738,[],0,"(41628, -70, -68, -67, -68)"
2025/04/18/03:17:34.943873,[],0,"(41628, -71, -68, -67, -68)"
2025/04/18/03:17:34.944033,[],0,"(41628, -70, -67, -67, -68)"
2025/04/18/03:17:34.944049,[],0,"(41602, -59, -61, -60, -62)"
2025/04/18/03:17:34.944057,[],0,"(41341, -71, -70, -73, -71)"
2025/04/18/03:17:34.944066,[],0,"(41602, -56, -58, -58, -60)"
2025/04/18/03:17:34.944200,[],0,"(41628, -70, -68, -67, -67)"
2025/04/18/03:17:34.944224,[],0,"(41628, -66, -64, -64, -63)"
2025/04/18/03:17:34.944250,[],0,"(41628, -72, -68, -67, -68)"
2025/04/18/03:17:34.944261,[],0,"(41628, -71, -68, -67, -67)"
2025/04/18/03:17:34.944281,[],0,"(41628, -71, -68, -67, -67)"
2025/04/18/03:17:34.944289,[],0,"(41628, -71, -68, -67, -67)"
2025/04/18/03:17:34.944299,[],0,"(41628, -71, -69, -67, -67)"
2025/04/18/03:17:35.043221,[],0,"(41628, -71, -68, -67, -67)"
2025/04/18/03:17:35.043411,[],0,"(41628, -71, -68, -68, -68)"
2025/04/18/03:17:35.043660,[],0,"(41628, -70, -68, -67, -67)"
2025/04/18/03:17:35.043783,[],0,"(41628, -70, -68, -67, -67)"
2025/04/18/03:17:35.043830,[],0,"(41341, -69, -70, -73, -71)"
2025/04/18/03:17:35.043843,[],0,"(41628, -71, -68, -67, -68)"
2025/04/18/03:17:35.043940,[],0,"(41602, -56, -57, -56, -61)"
2025/04/18/03:17:35.043950,[],0,"(41628, -67, -64, -65, -65)"
2025/04/18/03:17:35.044084,[],0,"(41628, -70, -68, -67, -67)"
2025/04/18/03:17:35.044100,[],0,"(41628, -74, -69, -70, -70)"
2025/04/18/03:17:35.044111,[],0,"(41628, -68, -67, -66, -67)"
2025/04/18/03:17:35.044121,[],0,"(41628, -72, -69, -68, -67)"
2025/04/18/03:17:35.044235,[],0,"(41628, -71, -68, -68, -67)"
2025/04/18/03:17:35.143385,[],0,"(41628, -70, -68, -67, -67)"
2025/04/18/03:17:35.143821,[],0,"(41628, -71, -68, -67, -68)"
2025/04/18/03:17:35.143920,[],0,"(41628, -71, -68, -67, -68)"
2025/04/18/03:17:35.143931,[],0,"(41628, -70, -68, -67, -68)"
2025/04/18/03:17:35.143941,[],0,"(41341, -69, -69, -75, -71)"
2025/04/18/03:17:35.144079,[],0,"(41602, -56, -57, -56, -59)"
2025/04/18/03:17:35.144094,[],0,"(41628, -66, -64, -63, -64)"
2025/04/18/03:17:35.144099,[],0,"(41628, -70, -67, -67, -67)"
2025/04/18/03:17:35.144233,[],0,"(41628, -71, -68, -67, -67)"
2025/04/18/03:17:35.144243,[],0,"(41628, -70, -67, -67, -67)"
2025/04/18/03:17:35.144373,[],0,"(41628, -70, -68, -67, -67)"
2025/04/18/03:17:35.144383,[],0,"(41628, -70, -68, -68, -67)"
2025/04/18/03:17:35.243600,[],0,"(41628, -69, -67, -67, -67)"
2025/04/18/03:17:35.244063,[],0,"(41628, -70, -67, -67, -68)"
2025/04/18/03:17:35.244367,[],0,"(41628, -70, -67, -66, -67)"
